# plan_sha256=2b6a372cbb9151c464c87860cfb4190570bd02f55a13a9f82eb7c2aa74ccd581
step,table,row_key,label,change,before,after
3 ufc1,ufc_alias_review_queue,new,Gerard Gordeau,insert pending review row,,source=legacy_origins_ufc1 espn=2335738 ufcstats=279093302a6f44b3 candidates=0
3 ufc1,ufc_fighters,after review,Gerard Gordeau,insert,,ufcstats_id=279093302a6f44b3 espn_athlete_id=2335738 dob=1959-03-30
3 ufc1,ufc_alias_review_queue,new,Teila Tuli,insert pending review row,,source=legacy_origins_ufc1 espn=2504081 ufcstats=96eff1a628adcc7f candidates=0
3 ufc1,ufc_fighters,after review,Teila Tuli,insert,,ufcstats_id=96eff1a628adcc7f espn_athlete_id=2504081 dob=None
3 ufc1,(none: existing fighter reused),6f694d0e-378d-46a2-9cb3-fe3b6fa6c8aa,Zane Frazier,resolver,,matched by ufcstats_id
3 ufc1,(none: existing fighter reused),74c2c949-696b-4215-91bd-6d58409d6731,Kevin Rosier,resolver,,matched by ufcstats_id
3 ufc1,(none: existing fighter reused),6929497f-df9e-45ca-914e-f39645721735,Royce Gracie,resolver,,matched by ufcstats_id
3 ufc1,ufc_alias_review_queue,new,Art Jimmerson,insert pending review row,,source=legacy_origins_ufc1 espn=2335638 ufcstats=a5c53b3ddb31cc7d candidates=0
3 ufc1,ufc_fighters,after review,Art Jimmerson,insert,,ufcstats_id=a5c53b3ddb31cc7d espn_athlete_id=2335638 dob=None
3 ufc1,(none: existing fighter reused),404702dc-e2b8-4703-a291-0299990a74d0,Ken Shamrock,resolver,,matched by ufcstats_id
3 ufc1,(none: existing fighter reused),1ff5b6a9-b9b9-44d6-b551-be7d91425010,Patrick Trey Smith,resolver,,matched by ufcstats_id
3 ufc1,(none: existing fighter reused),ce58bbb8-fe9d-47c9-8c29-81c00cd1e16d,Trent Jenkins,resolver,,matched by ufcstats_id
3 ufc1,(none: existing fighter reused),0f5c2b94-4db4-48ae-9d46-ad41cd6cb70a,Jason DeLucia,resolver,,matched by ufcstats_id
3 ufc1,ufc_events,new,UFC 1: The Beginning,insert,,"date=1993-11-12 ufcstats=6420efac0578988b espn=400255729 Denver, Colorado, USA venue=NULL"
3 ufc1,ufc_bouts,new,Gerard Gordeau v Royce Gracie,insert,,bout_order=8 ufcstats=64139d1d505e46c5 espn=158197 Open Weight is_title=True
3 ufc1,ufc_bout_results,new,Gerard Gordeau v Royce Gracie,insert,,winner=Royce Gracie Submission (Rear Naked Choke) raw_round=1 time=104s format=No Time Limit referee=NULL -> untimed/whole_fight 1 elapsed=104s
3 ufc1,ufc_event_fact_claims,new,Gerard Gordeau v Royce Gracie,insert referee claim,,"Joao Alberto Barreto (espn tier 2, conflict ufc1-referee open)"
3 ufc1,ufc_bouts,new,Trent Jenkins v Jason DeLucia,insert,,bout_order=7 ufcstats=00b0796724ec1c09 espn=158199 Open Weight is_title=False
3 ufc1,ufc_bout_results,new,Trent Jenkins v Jason DeLucia,insert,,winner=Jason DeLucia Submission (Rear Naked Choke) raw_round=1 time=52s format=No Time Limit referee=NULL -> untimed/whole_fight 1 elapsed=52s
3 ufc1,ufc_event_fact_claims,new,Trent Jenkins v Jason DeLucia,insert referee claim,,"Joao Alberto Barreto (espn tier 2, conflict ufc1-referee open)"
3 ufc1,ufc_bouts,new,Royce Gracie v Ken Shamrock,insert,,bout_order=6 ufcstats=ffd16691c4c4aafc espn=158195 Open Weight is_title=False
3 ufc1,ufc_bout_results,new,Royce Gracie v Ken Shamrock,insert,,winner=Royce Gracie Submission (Rear Naked Choke) raw_round=1 time=57s format=No Time Limit referee=NULL -> untimed/whole_fight 1 elapsed=57s
3 ufc1,ufc_event_fact_claims,new,Royce Gracie v Ken Shamrock,insert referee claim,,"Joao Alberto Barreto (espn tier 2, conflict ufc1-referee open)"
3 ufc1,ufc_bouts,new,Gerard Gordeau v Kevin Rosier,insert,,bout_order=5 ufcstats=ac7ca2ec38b96c1a espn=158193 Open Weight is_title=False
3 ufc1,ufc_bout_results,new,Gerard Gordeau v Kevin Rosier,insert,,winner=Gerard Gordeau KO/TKO (None) raw_round=1 time=59s format=No Time Limit referee=NULL -> untimed/whole_fight 1 elapsed=59s
3 ufc1,ufc_event_fact_claims,new,Gerard Gordeau v Kevin Rosier,insert referee claim,,"Joao Alberto Barreto (espn tier 2, conflict ufc1-referee open)"
3 ufc1,ufc_bouts,new,Ken Shamrock v Patrick Trey Smith,insert,,bout_order=4 ufcstats=46acd54cc0c905fb espn=158198 Open Weight is_title=False
3 ufc1,ufc_bout_results,new,Ken Shamrock v Patrick Trey Smith,insert,,winner=Ken Shamrock Submission (Heel Hook) raw_round=1 time=109s format=No Time Limit referee=NULL -> untimed/whole_fight 1 elapsed=109s
3 ufc1,ufc_event_fact_claims,new,Ken Shamrock v Patrick Trey Smith,insert referee claim,,"Joao Alberto Barreto (espn tier 2, conflict ufc1-referee open)"
3 ufc1,ufc_bouts,new,Royce Gracie v Art Jimmerson,insert,,bout_order=3 ufcstats=cecdc0da584274b9 espn=158196 Open Weight is_title=False
3 ufc1,ufc_bout_results,new,Royce Gracie v Art Jimmerson,insert,,winner=Royce Gracie Submission (Other) raw_round=1 time=138s format=No Time Limit referee=NULL -> untimed/whole_fight 1 elapsed=138s
3 ufc1,ufc_event_fact_claims,new,Royce Gracie v Art Jimmerson,insert referee claim,,"Joao Alberto Barreto (espn tier 2, conflict ufc1-referee open)"
3 ufc1,ufc_bouts,new,Zane Frazier v Kevin Rosier,insert,,bout_order=2 ufcstats=2d2bbc86e941e05c espn=158194 Open Weight is_title=False
3 ufc1,ufc_bout_results,new,Zane Frazier v Kevin Rosier,insert,,winner=Kevin Rosier KO/TKO (None) raw_round=1 time=260s format=No Time Limit referee=NULL -> untimed/whole_fight 1 elapsed=260s
3 ufc1,ufc_event_fact_claims,new,Zane Frazier v Kevin Rosier,insert referee claim,,"Joao Alberto Barreto (espn tier 2, conflict ufc1-referee open)"
3 ufc1,ufc_bouts,new,Gerard Gordeau v Teila Tuli,insert,,bout_order=1 ufcstats=567a09fd200cfa05 espn=158192 Open Weight is_title=False
3 ufc1,ufc_bout_results,new,Gerard Gordeau v Teila Tuli,insert,,winner=Gerard Gordeau KO/TKO (Kick) raw_round=1 time=26s format=No Time Limit referee=NULL -> untimed/whole_fight 1 elapsed=26s
3 ufc1,ufc_event_fact_claims,new,Gerard Gordeau v Teila Tuli,insert referee claim,,"Joao Alberto Barreto (espn tier 2, conflict ufc1-referee open)"
3 ufc1,ufc_event_fact_claims,new,UFC 1: The Beginning,insert venue_name claim,,McNichols Sports Arena (espn tier 2)
3 ufc1,combat_ingest_packets,new,UFC 1: The Beginning,insert 12 validated packets,,"1 event + 8 bouts + 3 fighters, source ufc_canonical"
4 period_semantics,ufc_bout_results,e6037c05-44e2-4228-982c-e6d4de651bc0,UFC 2: No Way Out | Royce Gracie v Patrick Smith,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=77s (raw round=1 time=77s format=No Time Limit)
4 period_semantics,ufc_bout_results,60cceeed-310b-4216-9a3b-24a28a68291b,UFC 2: No Way Out | Royce Gracie v Remco Pardoel,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=91s (raw round=1 time=91s format=No Time Limit)
4 period_semantics,ufc_bout_results,fd2e44d8-3f72-425f-baba-e7edb8d41772,UFC 2: No Way Out | Patrick Smith v Ray Wizard,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=58s (raw round=1 time=58s format=No Time Limit)
4 period_semantics,ufc_bout_results,0b0f6c23-8bf1-4e12-9b27-94d1888d09bf,UFC 2: No Way Out | Patrick Smith v Johnny Rhodes,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=67s (raw round=1 time=67s format=No Time Limit)
4 period_semantics,ufc_bout_results,392b8af5-0322-495f-a388-6cde0c31631d,UFC 2: No Way Out | Scott Morris v Sean Daugherty,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=20s (raw round=1 time=20s format=No Time Limit)
4 period_semantics,ufc_bout_results,357a6519-a9ae-4e14-b597-ec0800b4a5ea,UFC 2: No Way Out | Royce Gracie v Jason DeLucia,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=67s (raw round=1 time=67s format=No Time Limit)
4 period_semantics,ufc_bout_results,8533d665-b87f-4a66-9466-92c1b7925524,UFC 2: No Way Out | Remco Pardoel v Orlando Wiet,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=89s (raw round=1 time=89s format=No Time Limit)
4 period_semantics,ufc_bout_results,897e0449-63f0-4405-b631-cbfbfa03bbf4,UFC 2: No Way Out | Orlando Wiet v Robert Lucarelli,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=170s (raw round=1 time=170s format=No Time Limit)
4 period_semantics,ufc_bout_results,1749f435-49d2-42ff-8771-ad42856c9a18,UFC 2: No Way Out | Johnny Rhodes v Fred Ettish,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=187s (raw round=1 time=187s format=No Time Limit)
4 period_semantics,ufc_bout_results,72a7fe2f-d897-4ea8-98f0-e64064923c23,UFC 2: No Way Out | Patrick Smith v Scott Morris,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=30s (raw round=1 time=30s format=No Time Limit)
4 period_semantics,ufc_bout_results,790e3f65-e4e6-48c0-ad6f-5255ba54e82b,UFC 2: No Way Out | Johnny Rhodes v David Levicki,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=733s (raw round=1 time=733s format=No Time Limit)
4 period_semantics,ufc_bout_results,90c055b0-c389-4265-8755-916269cb1827,UFC 2: No Way Out | Royce Gracie v Minoki Ichihara,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=308s (raw round=1 time=308s format=No Time Limit)
4 period_semantics,ufc_bout_results,a321b8b4-d168-4296-80b3-4585ac0c7270,UFC 2: No Way Out | Jason DeLucia v Scott Baker,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=401s (raw round=1 time=401s format=No Time Limit)
4 period_semantics,ufc_bout_results,f76300c6-cd03-4f08-be68-2f3bb7fb3139,UFC 2: No Way Out | Remco Pardoel v Alberta Cerra Leon,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=591s (raw round=1 time=591s format=No Time Limit)
4 period_semantics,ufc_bout_results,489443fd-7144-4f0b-8bd8-9aad30b90487,UFC 2: No Way Out | Frank Hamaker v Thaddeus Luster,period_structure/ending_period_kind/number/elapsed,NULL,untimed/whole_fight 1 elapsed=292s (raw round=1 time=292s format=No Time Limit)
4 period_semantics,ufc_bout_results,61092372-c371-47a8-90e5-e938d446a2ab,UFC 37: High Impact | Benji Radach v Steve Berger,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=27s (raw round=1 time=27s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,a5e77669-5412-4048-b56b-25b2c332638c,UFC 36: Worlds Collide | Sean Sherk v Jutaro Nakao,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,f96ea936-40bf-4656-aaeb-a20ed0d2c3ba,UFC 36: Worlds Collide | Matt Hughes v Hayato Sakurai,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 4 elapsed=1081s (raw round=4 time=181s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,b51e9323-5002-4538-8c42-508c8e5495cc,UFC 35: Throwdown | Chuck Liddell v Amar Suloev,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,1f62e81b-5dcd-4cfa-a81f-a3837f9ca546,UFC 37: High Impact | Murilo Bustamante v Matt Lindland,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=693s (raw round=3 time=93s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,f76885aa-6e41-4381-a342-d05725476f36,UFC 36: Worlds Collide | Josh Barnett v Randy Couture,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=575s (raw round=2 time=275s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,4bc573d6-7848-4248-8fa5-7298588890a9,UFC 34: High Voltage | Matt Hughes v Carlos Newton,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=387s (raw round=2 time=87s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,41750740-c48a-4345-8d48-5ce82f8e76cd,UFC 31: Locked and Loaded | Semmy Schilt v Pete Williams,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=388s (raw round=2 time=88s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,facf7608-cbb2-4b65-bf17-a8389c31f7a6,UFC 25: Ultimate Japan 3 | Ron Waterman v Satoshi Honma,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,186ba31f-f733-4f74-bc52-197f7884fbcb,UFC 36: Worlds Collide | Pedro Rizzo v Andrei Arlovski,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=705s (raw round=3 time=105s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,b0bdb3d2-1118-4fa4-bcae-0e8368e79d40,UFC 37: High Impact | Ricco Rodriguez v Tsuyoshi Kohsaka,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=505s (raw round=2 time=205s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,cd63182e-b0df-4c9c-aa99-40644558b7e7,UFC 37: High Impact | Caol Uno v Yves Edwards,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,8c7a6aa0-c6be-4d7a-a112-900905d116e4,UFC 36: Worlds Collide | Frank Mir v Pete Williams,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=46s (raw round=1 time=46s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,cef0e7c8-901d-47b5-851c-2ad4452cb763,UFC 32: Showdown in the Meadowlands | Ricco Rodriguez v Andrei Arlovski,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=683s (raw round=3 time=83s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,06c58f51-cafe-428c-b817-735f0ac371ca,UFC 37: High Impact | Ivan Salaverry v Andrei Semenov,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=747s (raw round=3 time=147s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,b8355ac0-f3e6-454b-b82d-bd0bf7dd2dd4,UFC 36: Worlds Collide | Matt Serra v Kelly Dullanty,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=178s (raw round=1 time=178s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,7bf18665-1e73-43e4-a79c-e0119dc7f87d,UFC 36: Worlds Collide | Evan Tanner v Elvis Sinosic,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=126s (raw round=1 time=126s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,b38e31a7-07b1-42ef-bf10-17e4cc605f85,UFC 35: Throwdown | Kevin Randleman v Renato Sobral,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,47052c8f-951d-4d92-8d94-3c1a3c533fed,UFC 35: Throwdown | Jens Pulver v BJ Penn,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 5 elapsed=1500s (raw round=5 time=300s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,b15f7a30-544c-4cd7-9375-b5951f81efad,UFC 35: Throwdown | Ricco Rodriguez v Jeff Monson,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=780s (raw round=3 time=180s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,4b268bf4-8289-4e01-ac63-bf722f400c13,UFC 35: Throwdown | Andrei Semenov v Ricardo Almeida,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=421s (raw round=2 time=121s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,33e93af7-729d-43a0-8463-5b88f4caa962,UFC 35: Throwdown | Gil Castillo v Chris Brennan,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,0ce05021-cb7c-4f1b-a547-9d31c9ecc299,UFC 35: Throwdown | Eugene Jackson v Keith Rockel,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=374s (raw round=2 time=74s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,5e01f2c6-a5c4-41c5-b01b-e17759c1d0f8,UFC 34: High Voltage | Randy Couture v Pedro Rizzo,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=802s (raw round=3 time=202s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,383cb489-be53-428a-a756-eddf85a623ee,UFC 34: High Voltage | BJ Penn v Caol Uno,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=11s (raw round=1 time=11s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,4f043c12-0000-4d03-a5de-1889d34e1fe7,UFC 33: Victory in Vegas | Ricardo Almeida v Eugene Jackson,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=246s (raw round=1 time=246s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,956c5d00-df04-4411-a065-6600672eff9d,UFC 32: Showdown in the Meadowlands | Vladimir Matyushenko v Yuki Kondo,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,8ef7e864-0424-40e0-aea4-a56896c6c846,UFC 31: Locked and Loaded | Matt Lindland v Ricardo Almeida,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=861s (raw round=3 time=261s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,813dfef6-77ed-4a23-8bc4-7c0c52fa98e6,UFC 30: Battle on the Boardwalk | Tito Ortiz v Evan Tanner,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=32s (raw round=1 time=32s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,e290cd81-5695-4a10-9c83-9875d52bfd80,UFC 34: High Voltage | Josh Barnett v Bobby Hoffman,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=565s (raw round=2 time=265s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,e23e9b2f-9319-4fff-8147-15ebfd297b17,UFC 33: Victory in Vegas | Chuck Liddell v Murilo Bustamante,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,1e651281-ae51-4643-9483-af9d90483832,UFC 32: Showdown in the Meadowlands | Pat Miletich v Shonie Carter,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=462s (raw round=2 time=162s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,dfe7eb5f-81d0-4e0a-9873-02c5becc5f1b,UFC 25: Ultimate Japan 3 | Sanae Kikuta v Eugene Jackson,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=278s (raw round=1 time=278s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,49df6c97-2624-4f55-99b7-b6ed6c127d67,UFC 34: High Voltage | Evan Tanner v Homer Moore,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=355s (raw round=2 time=55s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,19e014f8-c3fb-4660-ae25-718d29f7faf9,UFC 33: Victory in Vegas | Jens Pulver v Dennis Hallman,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 5 elapsed=1500s (raw round=5 time=300s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,c1a2f7ff-426b-450b-9e32-cdcb1f427fa1,UFC 32: Showdown in the Meadowlands | Caol Uno v Fabiano Iha,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=108s (raw round=1 time=108s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,6307a765-adcc-4a9a-a05f-41f7846e8ee7,UFC 34: High Voltage | Matt Lindland v Phil Baroni,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,c446483b-7aa1-45f0-b131-b0d856500840,UFC 33: Victory in Vegas | Jutaro Nakao v Tony DeSouza,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=315s (raw round=2 time=15s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,54770e66-e469-4236-a1a6-c3d6fa6e369e,UFC 32: Showdown in the Meadowlands | BJ Penn v Din Thomas,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=162s (raw round=1 time=162s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,b27a8ddb-f3c8-4cea-aa7e-a7788692d780,UFC 25: Ultimate Japan 3 | Tito Ortiz v Wanderlei Silva,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 5 elapsed=1500s (raw round=5 time=300s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,bd251663-2ac0-4ad3-9400-6f6fa80b8910,UFC 34: High Voltage | Frank Mir v Roberto Traven,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=65s (raw round=1 time=65s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,aa85bcda-98af-4e01-a43d-e75a4f068966,UFC 33: Victory in Vegas | Tito Ortiz v Vladimir Matyushenko,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 5 elapsed=1500s (raw round=5 time=300s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,50a1605a-7be7-4cc3-a3fb-0be323d913f2,UFC 33: Victory in Vegas | Dave Menne v Gil Castillo,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 5 elapsed=1500s (raw round=5 time=300s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,7102a405-af29-4885-be80-dd557dcb525a,UFC 31: Locked and Loaded | Carlos Newton v Pat Miletich,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=770s (raw round=3 time=170s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,da99a74d-3b65-478c-9b53-a6393a1c3ef8,UFC 33: Victory in Vegas | Matt Serra v Yves Edwards,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,ef6d632b-c1f4-46dc-b5e1-4d444d64ce88,UFC 30: Battle on the Boardwalk | Fabiano Iha v Phil Johns,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=100s (raw round=1 time=100s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,46f0d820-29b4-4fcb-a685-5692eed511f9,UFC 33: Victory in Vegas | Din Thomas v Fabiano Iha,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,bf90bf61-69de-4311-9024-f9261be285a9,UFC 32: Showdown in the Meadowlands | Josh Barnett v Semmy Schilt,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=261s (raw round=1 time=261s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,819cb6b6-eaf9-46ab-bd8d-7d13759cc248,UFC 31: Locked and Loaded | Shonie Carter v Matt Serra,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=891s (raw round=3 time=291s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,d69a3c03-afa8-4b8b-92c8-b07c7941a03a,UFC 32: Showdown in the Meadowlands | Tony DeSouza v Paul Rodriguez,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=65s (raw round=1 time=65s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,4c767d16-0301-4a4b-908b-e850f20234f4,UFC 31: Locked and Loaded | Randy Couture v Pedro Rizzo,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 5 elapsed=1500s (raw round=5 time=300s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,dbfb672a-8717-446d-a0c4-4f28c054fb02,UFC 25: Ultimate Japan 3 | Laverne Clark v Koji Oishi,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,47b651db-fa25-4cf8-b849-868c09558f5d,UFC 31: Locked and Loaded | Chuck Liddell v Kevin Randleman,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 1 elapsed=78s (raw round=1 time=78s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,e02ad12b-d85d-41c0-975f-d918504ddaf5,UFC 31: Locked and Loaded | Tony DeSouza v Steve Berger,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,ad068588-7da2-4bff-9f3b-45056d213275,UFC 30: Battle on the Boardwalk | Jens Pulver v Caol Uno,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 5 elapsed=1500s (raw round=5 time=300s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,00fbdab6-a2a2-447a-90e9-0aae4317cd99,UFC 25: Ultimate Japan 3 | Ikuhisa Minowa v Joe Slick,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=714s (raw round=3 time=114s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,f11d75ef-60dd-4bf6-8c66-7f3f6a9f3ffe,UFC 25: Ultimate Japan 3 | Murilo Bustamante v Yoji Anjo,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=331s (raw round=2 time=31s format=3 Rnd (5-5-5))
4 period_semantics,ufc_bout_results,5d7564fc-2336-4b7a-8e7f-de3674b71770,UFC 35: Throwdown | Murilo Bustamante v Dave Menne,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 2 elapsed=344s (raw round=2 time=44s format=5 Rnd (5-5-5-5-5))
4 period_semantics,ufc_bout_results,e9c7e2b5-ab2e-4ab2-a613-c23aa571a1ef,UFC 37: High Impact | Robbie Lawler v Aaron Riley,period_structure/ending_period_kind/number/elapsed,NULL,rounds/round 3 elapsed=900s (raw round=3 time=300s format=3 Rnd (5-5-5))
